"ID","Clee","Nombre de la Unidad Econ�mica","Raz�n social","C�digo de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","N�mero exterior o kil�metro","Letra exterior","Edificio","Edificio Piso","N�mero interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado p�blico","N�mero de local","C�digo Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","�rea geoestad�stica b�sica ","Manzana","N�mero de tel�fono","Correo electr�nico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporaci�n al DENUE"
"8333730","02004622112000417000000000U7","HOSPITAL REGIONAL NUMERO 20",,"622112","Public","251 y más personas","BOULEVARD","GUSTAVO DIAZ ORDAZ","BOULEVARD","LAZARO CARDENAS","CALLE","TERRAZAS","BOULEVARD","LÁZARO CÁRDENAS","0","SN",,,"0",,"FRACCIONAMIENTO","GAS Y ANEXAS",,,,"22115","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3431","006",,,,"Fijo","32.49855164","-116.9657223","2019-11"
"121265","02004622111000362000000000U5","HOSPITAL SAN LUIS REY",,"622111","Private","11 a 30 personas","CALLE","BENITO JUAREZ SEGUNDA","AVENIDA","GONZALEZ ORTEGA (G)","AVENIDA","CRISTOBAL COLON (H)","CALLE","PRIMERA (ARTICULO 123)","1350",,,,,,"COLONIA","ZONA CENTRO",,,,"22000","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","2927","014",,"MISIONSANLUIS@YAHOO.COM.MX",,"Fijo","32.53459358","-117.04748075","2014-12"
"141085","02004622111000543001000000U2","HOSPITAL SONORA","GUILLERMO ERNESTO CABALLERO SA DE CV","622111","Private","11 a 30 personas","CALLE","ALMENDRA","BOULEVARD","LAS CASCADAS Y O ALMENDRAS","CALLE","PATZCUARO","CALLE","B","2475",,,,,,"COLONIA","HUERTAS 2DA. SECCIÓN",,,,"22116","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1670","001","6646891357",,,"Fijo","32.48854397","-116.95139584","2010-07"
"129507","02004622112000293001000000U2","IMSS GOBIERNO FEDERAL",,"622112","Public","0 a 5 personas","AVENIDA","LOS CABOS","AVENIDA","21 DE MAYO","BOULEVARD","PACIFICO","PRIVADA","NINGUNO","1800",,,,"0",,"COLONIA","GENARO VAZQUEZ",,,,"22644","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3662","001",,,,"Fijo","32.44836756","-116.98226623","2014-12"
"10178748","02004622111001245000000000U3","INSTITUTO E OFTALMOLOGIA DE BAJA CALIFORNIA","INSTITUTO DE OFTALMOLOGIA DE BAJA CALIFORNIA SC","622111","Private","51 a 100 personas","CALLE","ANTONIO CASO","AVENIDA","PASEO DE LOS HEROES","BOULEVARD","GENERAL RODOLFO SANCHEZ TABOADA","CALLE","ERASMO CASTELLANOS","2055",,"EDIFICIO SIN NOMBRE","PISO 3","302",,"COLONIA","ZONA RIO TIJUANA","EDIFICIO COMERCIAL Y DE SERVICIOS","CENTRO MEDICO PREMIER","302","22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","018",,,"WWW.CENTROMEDICOPREMIER.COM","Fijo","32.52491193","-117.02014576","2024-11"
"54153","02004931610000736000000000U0","INSTITUTO MEXICANO DEL SEGURO SOCIAL","SEGURIDAD SOCIAL ","622112","Public","31 a 50 personas","CALLE","EMILIANO ZAPATA QUINTA","AVENIDA","5 DE MAYO (F)","AVENIDA","GONZALEZ ORTEGA (G)","CALLE","SEXTA (FLORES MAGON)","1111",,,,"0",,"COLONIA","ZONA CENTRO",,,,"22000","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","0206","002","6646856934","OMAR.TUMALAN@IMSS.GOB.MX","www.imss.gob.mx","Fijo","32.5311313","-117.04511614","2010-07"
"77330","02004622112000267000000000U6","INTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE TRABAJADORES DEL ESTADO Y MUNICIPIO","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE TRABAJADORES DEL ESTADO Y MUNICIPIO ","622112","Public","11 a 30 personas","CALLE","BAHIA LA VENTARA","CALLE","BAHIA SANTA ROSALIA","CALLE","BAHIA SANTO DOMINGO","CALLE","LA QUEBRADA","3011",,,,,,"COLONIA","22520",,,,"22195","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1327","035","6646808595",,,"Fijo","32.530308","-117.09152039","2010-07"
"135736","02004622112000186000000000U8","ISSTECALI","GOBIERNO DEL ESTADO ","622112","Public","101 a 250 personas","AVENIDA","LAS PALMAS","CALLE","SANTA BARBARA","CALLE","SANTA MONICA","CALLE","SAN BERNARDINO","4351",,,,,,"FRACCIONAMIENTO","LAS PALMAS",,,,"22106","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1632","024",,,"www.issstecali.gob.mx","Fijo","32.50715442","-116.98496263","2010-07"
"9658049","02004622112000446000000000U6","JURISDICCION DE SERVICIOS DE SALUD NO 2","JURISDICCION DE SERVICIOS DE SALUD NO 2 ","622112","Public","101 a 250 personas","BOULEVARD","DE LOS INSURGENTES","AVENIDA","LAS TORRES","CALLE","CAMICHIN","BOULEVARD","DE LOS INSURGENTES","19811",,,,,,"COLONIA","PRADERAS DE LA MESA",,,,"22224","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1276","030",,,,"Fijo","32.46295503","-116.90951471","2024-11"
"10471359","02004622111001122000000000U4","MAGIC SMILES",,"622111","Private","6 a 10 personas","BOULEVARD","FEDERICO BENITEZ LOPEZ","AVENIDA","AVENIDA DEL CANTIL","AVENIDA","ENRIQUE SILVESTRE","CALLE","CALLE DEL PEDREGAL","100","4",,,"4",,"COLONIA","LOS SANTOS",,,,"22104","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","048A","003","6643868427","MAGICSMILESTJ@GMAIL.COM",,"Fijo","32.50619619","-116.96625062","2024-11"
"10185542","02004622111001214000000000S9","MEDICA DE LA CIUDAD TIJUANA","MEDICA DE LA CIUDAD TIJUANA SA DE CV","622111","Private","31 a 50 personas","CALLE","LAS FUENTES","CALLE","NINGUNO","CALZADA","LAZARO CARDENAS","BOULEVARD","LAZARO CARDENAS","0","SN","TORRE MEDICA OTAY","SOTANO 4","16000",,"ZONA COMERCIAL","PLAZA ALAMEDA","EDIFICIO COMERCIAL Y DE SERVICIOS","TORRE MEDICA OTAY","O 506","22425","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3893","049","3313219836","ADMON.TIJ@MEDICADELACIUDAD.COM",,"Fijo","32.53025921","-116.95418851","2024-11"
"11429446","02004622111001185000000000U1","MEDICAL CORPORATIONS","RV MEDICAL CORPORATIONS SA DE CV","622111","Private","51 a 100 personas","CALLE","DIEGO RIVERA","AVENIDA","PASEO DE LOS HEROES","CALLE","VIA RAPIDA","AVENIDA","JOSE CLEMENTE OROZCO","2311",,"EDIFICIO SIN NOMBRE","PISO 8","801",,"COLONIA","ZONA URBANA RIO TIJUANA","EDIFICIO COMERCIAL Y DE SERVICIOS","CORPORATIVO CENTRAL","801","22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","011",,"INFO@BODYARTSURGICAL.COM","WWW.BODLYARTSURGICAL.COM","Fijo","32.52446043","-117.01257665","2024-11"
"11068836","02004622111001175000000000U2","OASIS OF HOPE HOSPITAL","ORGANIZACION AVANZADA EN SISTEMAS INTEGRALES PARA LA SALUD SC","622111","Private","51 a 100 personas","CALLE","CALLE DE LA NIEVE","CALLE","CALLE DE LA NIEVE","AVENIDA","PASEO A PLAYAS DE TIJUANA","AVENIDA","PASEO DEL PEDREGAL","0","SN",,,,,"COLONIA","22504",,,,"22506","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1312","001",,,,"Fijo","32.53129143","-117.1194459","2024-11"
"8313635","02004622111000861000000000U8","PRIMERO SALUD SERVICIOS MEDICOS INDUSTRIALES",,"622111","Private","11 a 30 personas","CALLE","AEROPUERTO","CALZADA","TECNOLOGICO","OTRO(ESPECIFIQUE)","NINGUNO","CIRCUITO","UNIVERSITARIO","2100",,"PLAZA AMERICANA OTAY","PISO 1","34",,"COLONIA","LA PECHUGA","CENTRO Y PLAZA COMERCIAL","PLAZA AMERICANA OTAY","34","22457","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","0282","013","6631020959","INFO@SMITJ.COM","WWW.SMITJ.COM","Fijo","32.53390414","-116.95023919","2019-11"
"8764930","02004622111000874000000000U1","RUBIO CANCER CENTER","RUBIO CANCER CENTER SA DE CV","622111","Private","31 a 50 personas","CALLE","GRANADOS","CALLE","CALLE DE LOS ARBOLES","PRIVADA","CEDROS","CALLE","CALLE DE LOS ARBOLES","420",,,,"0",,"COLONIA","LA MESA SUR",,,,"21190","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","5334","004",,,,"Fijo","32.5016208","-116.96606762","2019-11"
"61091","02004622111000664001000000U6","SANATORIO SAN FRANCISCO DE TIJUANA SA","INSTITUTO DE HERMANAS DE LA INMACULADA CONCEPCION AR AC","622111","Private","31 a 50 personas","AVENIDA","GOBERNADOR BALAREZ","BOULEVARD","CUAUHTEMOC SUR ORIENTE","AVENIDA","GUILLERMO PRIETO","CALLE","GOBERNADOR IBARRA","1090",,,,,,"COLONIA","AMERICA",,,,"22400","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","436A","018","6646817646","CONTACTO@SANATORIOSANFRANCISCO.COM","WWW.SANATORIOSSANFRANCISCO.COM","Fijo","32.51958756","-117.02079223","2010-07"
"130403","02004622111000762001000000U8","SANTA FE SURGERY & WELLNESS","LEGGS MEDICAL SERVICES SA DE CV","622111","Private","6 a 10 personas","BOULEVARD","SANTA FE","CERRADA","MAR MEDITERRANEO","CERRADA","MILAZO","CERRADA","MILAZO","6264",,,,"1","10050","FRACCIONAMIENTO","SANTA FE III",,,,"22664","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","7557","049",,"CLINICAMEDICASANTAFE@GMAIL.COM",,"Fijo","32.43417373","-117.02350921","2014-12"
"153569","02004622311000912011000000U5","STAR CLINIC CENTRO MEDICO QUIRURJICO","STAR CLINIC DE MEXICO S DE RL ","622111","Private","0 a 5 personas","AVENIDA","JOSE CLEMENTE OROZCO","AVENIDA","PASEO DE LOS HEROES","BOULEVARD","GENERAL RODOLFO SANCHEZ TABOADA","AVENIDA","RIO TIJUANA","2468",,"PLAZA MEDICAL","PISO 2","206",,"COLONIA","ZONA RIO","EDIFICIO COMERCIAL Y DE SERVICIOS","2464","207","22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","012","6646342122",,,"Fijo","32.52250844","-117.01528877","2010-07"
"118855","02004622111000563001000000U0","UNIDAD DE ESPECIALIDADES MEDICAS DE ENFERMEDADES CRONICAS","UNIDAD DE ESPECIALIDADES MEDICAS DE ENFERMEDADES CRONICAS ","622112","Public","11 a 30 personas","CALLE","GENERAL JOSE VASCONCELOS","CALLE","VIA ORIENTE","AVENIDA","PADRE EUSEBIO KINO","CALLE","JOSE RUBEN ROMERO","0","SN","HOSPITAL GENERAL","PLANTA BAJA","2110",,"COLONIA","ZONA URBANA RIO TIJUANA",,,,"22000","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","020","6646346893","UNEME.EC.TIJUANA@HOTMAIL.COM",,"Fijo","32.5254055","-117.00883633","2014-12"
"7016870","02004622111000843000000000U6","UNIDAD MEDICA LATINO",,"622111","Private","6 a 10 personas","AVENIDA","FRANCISCO I MADERO","CALLE","CARRILLO PUERTO (TERCERA)","CALLE","DIAZ MIRON (CUARTA)","AVENIDA","REVOLUCION","941",,"PLAZA MADERO","PLANTA BAJA","14",,"COLONIA","ZONA CENTRO","CENTRO Y PLAZA COMERCIAL","PLAZA MADERO","941","22000","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","2946","001","6646855404","DRESCANDON@MSN.COM",,"Fijo","32.53384562","-117.03527214","2019-11"
"63909","02004622111000231001000000U4","UNIDAD MEDICA SANTA JULIA","UNIDAD MEDICA SANTA JULIA SA DE CV","622111","Private","6 a 10 personas","AVENIDA","TOMAS URBINA","AVENIDA","ANTONIO VILLAREAL","AVENIDA","ABRAHAM GONZALEZ","CALLE","TORIBIO ORTEGA","6049",,,,"0",,"COLONIA","FRANCISCO VILLA",,,,"22615","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3056","029",,,,"Fijo","32.5114379","-117.05725825","2010-07"
"8312845","02004622111000852000000000U7","UNIDAD MEDICA SINAI",,"622111","Private","6 a 10 personas","CALZADA","GENERAL LAZARO CARDENAS","CALLE","10","CALLE","11","CALLE","SANTA CRUZ","0","SN",,,"0",,"EJIDO","FRANCISCO VILLA",,,,"22236","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","1929","033","6633299857",,,"Fijo","32.48961869","-116.85581701","2019-11"
"6422711","02004622111000131001000000U6","UNIDAD QUIRURGICA GALANS","UNIDAD QUIRURGICA GALANS SC","622111","Private","6 a 10 personas","AVENIDA","JOSE CLEMENTE OROZCO","AVENIDA","PASEO DE LOS HEROES","CALLE","VIA RAPIDA","CALLE","DIEGO RIVERA","2230",,"TORRE 7","PISO 1","101","104 Y 105","COLONIA","ZONA URBANA RIO TIJUANA","EDIFICIO COMERCIAL Y DE SERVICIOS","TORRE 7","101","22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","011","6646346628","ADMINISTRACION@GALANS.COM.MX","WWW.GALANS.ORG","Fijo","32.5244142","-117.01360171","2011-03"
